,text,label
275,"#Trivia Mon: 19Th Hole Café, #Rotterdam 630-830 Tues: Kings Tavern, #Saratoga 8-10 Tues: Centre Street Pub, #Schenectady 7-9 Wed: Kingpin's Alley Family Fun Center, South Glens Falls 7-9 Thurs: TGI Fridays, Saratoga 7-9  Misc. Round: #SPORTS  #superbowl #1 #football #soccer  https://t.co/VK65Z6wcTI","['trivia', 'rotterdam', 'saratoga', 'schenectady', 'sports', 'superbowl', 'football', 'soccer']"
276,Talksports: Manchester United fans plan protest against the Glazers’ ‘dysfunctional’ running of the club before Saturday’s game against Norwich at Old Trafford #football  https://t.co/LXXg2n9313  https://t.co/K5Qegarywk,['football']
277,Soccer Super League  https://t.co/y7cBQStK0e #soccer #league #Football #10,"['soccer', 'league', 'football']"
280,"Check out JORDAN WHITTINGTON Signed 2019 Leaf Metal #30 ""Texas Longhorns"" BAS SLABBED   https://t.co/7RiVebPg75 via @eBay #EBAY #SIGNED #AUTOGRAPHED #authentication #BECKETT #COLLECTIBLES #TradingCards #SPORTS #HOBBY #FOOTBALL #LONGHORNS  #ROOKIE #ROADGRAPHS","['ebay', 'signed', 'autographed', 'authentication', 'beckett', 'collectibles', 'tradingcards', 'sports', 'hobby', 'football', 'longhorns', 'rookie', 'roadgraphs']"
283,Here is the pitching line for Michael Wacha's Red Sox debut. He gave up the 1 run in the bottom of the 1st and bounced back fast and efficient. Giving up no runs threw his next 3 innings.  #mlb #espn #sports #baseball #basketball #football #openingday #yankees #redsox  https://t.co/0L3YoSLNTt,"['mlb', 'espn', 'sports', 'baseball', 'basketball', 'football', 'openingday', 'yankees', 'redsox']"
284,@JDMartinez28 with #1 on the season ties the game up at 1 in the 5th inning.  #mlb #espn #sports #baseball #basketball #football #openingday #yankees #redsox #alexverdugo #tigers #aleast #vladguerrerojr #bobichette #bluejays #yankees  https://t.co/DqD2273PRF,"['mlb', 'espn', 'sports', 'baseball', 'basketball', 'football', 'openingday', 'yankees', 'redsox', 'alexverdugo', 'tigers', 'aleast', 'vladguerrerojr', 'bobichette', 'bluejays', 'yankees']"
285,the terrible scarcity of Antoine Griezmann  https://t.co/cGtqrPVFoO #sundayfootball #footballculture #football #soccer #footballmatch #footballfan,"['sundayfootball', 'footballculture', 'football', 'soccer', 'footballmatch', 'footballfan']"
286,For #football fans 🏈🏈🏈,['football']
287,Great photo of #LeeCorso available #autographed and @beckettmedia authenticated from our #NCAA selections on eBay  https://t.co/YiKExWS6eA and Amazon  https://t.co/0zUCsKHuMC #usc #universityofsoutherncalifornia #collegegameday #football #collegefootball #ncaafootball #college,"['leecorso', 'autographed', 'ncaa', 'usc', 'universityofsoutherncalifornia', 'collegegameday', 'football', 'collegefootball', 'ncaafootball', 'college']"
288,Ferran Torres' Barcelona transfer clauses &amp; add-ons revealed # #addons #barcelona #clauses #ferran #football #revealed #torres8217 #transfer  https://t.co/ZnJAjTOI67,"['addons', 'barcelona', 'clauses', 'ferran', 'football', 'revealed', 'torres8217', 'transfer']"
289,#football Freddy Rincon: Former Colombia captain in critical condition after car crash  https://t.co/gSHGyaLnAb,['football']
290,#football Huddersfield Town 2-0 Luton Town: Terriers go third after defeating Hatters  https://t.co/umrh0vMoQ9,['football']
291,Results of all the bets taken on Monday 11/04/2022.  +16 units on the day.   Not a bad start to the week.  #sportsbetting #football #gambling #bettingpicks #bettingtips #bet365  https://t.co/Rp6zroX9B8,"['sportsbetting', 'football', 'gambling', 'bettingpicks', 'bettingtips', 'bet365']"
292,We are involved in the sport that brings joy...#football @sc @ManUtd @SpursOfficial @Arsenal @RocNation  https://t.co/JlPPFIlpAr,['football']
293,Mom Soccer Shirt - Soccer Mom Shirt - Soccer Mom Life Gift T-Shirt Design Sports SVG Cutting File Digital Download -  https://t.co/QG6CON07Nx - #soccermom #soccer #soccerlife #soccertraining #soccerskills #soccerplayer #soccergirl #soccerislife #football #soccerdad #soccergame  https://t.co/s88veNgX2O,"['soccermom', 'soccer', 'soccerlife', 'soccertraining', 'soccerskills', 'soccerplayer', 'soccergirl', 'soccerislife', 'football', 'soccerdad', 'soccergame']"
294,"Start one, bench one and sell one.  Gerrard, Scholes or Lampard.  #Gerrard #Scholes #Lampard #Football #PremierLeague #LFC #MUFC #CFC","['gerrard', 'scholes', 'lampard', 'football', 'premierleague', 'lfc', 'mufc', 'cfc']"
295,HT. Harbour View FC 1-0 Mount Pleasant FA  @harbourviewfc   @DIGICELJamaica  #HVFCvMPFA  #JPL #Jamaica #Football #jamaicapremierleague #lovethegame  https://t.co/WjVLpuBTkC,"['hvfcvmpfa', 'jpl', 'jamaica', 'football', 'jamaicapremierleague', 'lovethegame']"
299,"Welcome to ⭐️ DecentraLeague ⭐️  - DAO Community ⚽️ - Choose your favorite team, play the league and get rewards during the season 🏆  #NFTGame #football #Solana #Web3 #SolanaNFT #Metaverse #DAO #solanart #SolanaCommunity  https://t.co/lk6VxvffCf","['nftgame', 'football', 'solana', 'web3', 'solananft', 'metaverse', 'dao', 'solanart', 'solanacommunity']"
300,Premier Soccer League - Table &amp; Standings #SouthAfrica #Soccer #Football #Table #Results  https://t.co/BgoJdyGp2S,"['southafrica', 'soccer', 'football', 'table', 'results']"
301,Commissioner Todd Tryon interviews Quad City Steamwheelers Head Coach Cory Ross!  #IFL #IndoorFootballLeague #IndoorFL #GoIFL #football    https://t.co/IqWAyNqu68,"['ifl', 'indoorfootballleague', 'indoorfl', 'goifl', 'football']"
302,##NFLVideos: “Monster” Parsons! 😤     https://t.co/8ZXBVqQiWs   #AmericanFootball #AmericanFootballVideos #Football #FootballVideos #NationalFootballLeague #NFL #NFLVlog #Video #Videos #Vlog  https://t.co/2h37K9snAc,"['nflvideos', 'americanfootball', 'americanfootballvideos', 'football', 'footballvideos', 'nationalfootballleague', 'nfl', 'nflvlog', 'video', 'videos', 'vlog']"
304,TIPS: Over 1.5: 97% Over 2.5: 90% BTS: 81%  Switzerland W-Italy W World - World Cup - Women - Qualification Europe #football #predictions #tips #odds #ai #betmentor #mentor #bet #betting #over #overunder #over2 #bts #btts,"['football', 'predictions', 'tips', 'odds', 'ai', 'betmentor', 'mentor', 'bet', 'betting', 'over', 'overunder', 'over2', 'bts', 'btts']"
306,"Looks like it’s time to offload this #CamNewton autographed rookie year footbalI. I can definitely cook - quite well, and I love #football, but I don’t “know when to keep quiet” so I don’t measure up. 🤷‍♀️  https://t.co/PzcXJBmeIf","['camnewton', 'football']"
307,.@CoachTimmyChang accidentally showed up to practice with his shorts on backwards and the one guy who noticed was mic’d up😂🎙   https://t.co/whJhYPsFje  #HawaiiFB #HawaiiFootball #BRADDAHHOOD #MicdUp #OnDaMic #Football  https://t.co/a8wOaDGGR6,"['hawaiifb', 'hawaiifootball', 'braddahhood', 'micdup', 'ondamic', 'football']"
308,Goal! Ordoland Harding in the 37th minute gives Harbour View a 1-0 lead!  @harbourviewfc   @DIGICELJamaica  #HVFCvMPFA  #JPL #Jamaica #Football #jamaicapremierleague #lovethegame,"['hvfcvmpfa', 'jpl', 'jamaica', 'football', 'jamaicapremierleague', 'lovethegame']"
309,BC Lions are coming to the Okanagan for a ‘Play with the Pros’ clinic April 14-15.  #bcpoli #football #bclions @BCLions   https://t.co/xHzOxctRM3,"['bcpoli', 'football', 'bclions']"
310,"We may be may over on #Solana, but these guys are magicians and we’re big fans. Almost makes us want to pick up some #eth 😉  What a team and thank you to Cisco for joining our spaces!  #NFTGiveaways #NFTs #SolanaNFT #sport #football","['solana', 'eth', 'nftgiveaways', 'nfts', 'solananft', 'sport', 'football']"
312,9th grade season. Touchdown #football #sports #touchdown #runningback  https://t.co/IoUT9SxUct,"['football', 'sports', 'touchdown', 'runningback']"
313,I’M HIM‼️😤 #reels #football #sportshighlights #jukes #footballjukes  https://t.co/ehFeBkEu86,"['reels', 'football', 'sportshighlights', 'jukes', 'footballjukes']"
314,Mother of God!  #Soccer #Football #Nogomet  #Croatia #JoškoGvardiol  Joško Gvardiol will cost a fortune (96.2M€) according to these guys.  https://t.co/0t03EEtzac,"['soccer', 'football', 'nogomet', 'croatia', 'joškogvardiol']"
317,"Nov 21 will be moment of a lifetime for 🇶🇦Qatar and fans, says Qatari legend Salman   @FIFAWorldCup @roadto2022news #Doha #FIFA #football   https://t.co/REPrRMXdWI","['doha', 'fifa', 'football']"
318,My wish list for this summer take your pick! ...   - Darwin Nunez 🇺🇾  - Christopher Nkunku 🇫🇷  - Tchouameni 🇫🇷  - Neves 🇵🇹  - Timber 🇳🇱  - kovacic 🇭🇷  - Laimer 🇦🇹   #transferwindow #Mufc #neves #timber #Nunez #Nkunku #tchouameni #premierleague #football #Buy #sell,"['transferwindow', 'mufc', 'neves', 'timber', 'nunez', 'nkunku', 'tchouameni', 'premierleague', 'football', 'buy', 'sell']"
319,I’m heatin up!! 💯🔥🔥 #willygoat09 #willygoat #football #footballtraining #training #spring Song - Heatin Up by Lil Baby @TheCoachSavage  https://t.co/YszTx2k9CV,"['willygoat09', 'willygoat', 'football', 'footballtraining', 'training', 'spring']"
320,"It's funny, ain't that somethin' that they said I won't be nothin'? 🫶🏾#GlorytoGod #phillipians413 #Him #alcorn #football #springball22  https://t.co/fscTbzwlb6","['glorytogod', 'phillipians413', 'him', 'alcorn', 'football', 'springball22']"
321,Senior year highlights #football  https://t.co/AiuF922XMD,['football']
322,"HEADS UP: Football  ""Big Match Focus - Bayern Munich v Villarreal""  GIVE IT A WATCH:  https://t.co/PCYNTLoAeB  #Football #PullUpAChair","['football', 'pullupachair']"
323,England 1982 World Cup Finals Away No7 Retro Shirt Category: Men's Sportswear England 1982 World Cup Finals Away No7&amp;amp;nbsp;Retro Football Shirt Get kitted out for 2022... -  https://t.co/QErOqUmMXZ #manchestercity #football #arsenal  https://t.co/L97JCQBb9U,"['manchestercity', 'football', 'arsenal']"
326,Britney Spears Reaction GIF  https://t.co/ii2gNfkMai #GIPHY #Tenor #gifs #gif #funny #football #funnygifs #gifsfunny,"['giphy', 'tenor', 'gifs', 'gif', 'funny', 'football', 'funnygifs', 'gifsfunny']"
327,Vibing Swedish House Mafia GIF  https://t.co/KHxULwYdKA #GIPHY #Tenor #gifs #gif #funny #football #funnygifs #gifsfunny,"['giphy', 'tenor', 'gifs', 'gif', 'funny', 'football', 'funnygifs', 'gifsfunny']"
328,Soccer Super League  https://t.co/y7cBQSbAM6 #soccer #league #Football #09,"['soccer', 'league', 'football']"
329,What is Trophy Manager?  https://t.co/L5LUwlJkSc #TrophyManager #football #soccer #game #onlinegame Sign up  https://t.co/sfdcBKW8Cx,"['trophymanager', 'football', 'soccer', 'game', 'onlinegame']"
330,You can never find an efficient sports star without a coach. #sports #football #sport #fitness #soccer #training #workout #fit #arsenal #addidas #photoodtheday #wenger #vector #Nkunku #arsenal  https://t.co/EUuawrrikU,"['sports', 'football', 'sport', 'fitness', 'soccer', 'training', 'workout', 'fit', 'arsenal', 'addidas', 'photoodtheday', 'wenger', 'vector', 'nkunku', 'arsenal']"
331,Collab with @_jwgraphics  #collabwithjw  #Dortmund #BorussiaDortmund #football #smsports  https://t.co/n3jKjYImWG,"['collabwithjw', 'dortmund', 'borussiadortmund', 'football', 'smsports']"
334,It’s officially @USFL game week  #USFL #Football  https://t.co/DJyglnBbWc,"['usfl', 'football']"
335,@MENnewsdesk At least the pilot tested negative for covid before flying over the Etihad to deliver his truthful message #football  #ManchesterCityLiverpool,"['football', 'manchestercityliverpool']"
336,Real to secure semi-final in Champions League football  #Champions #football #League‌ #real #secure #semifinal  https://t.co/0yDMWvvwxN,"['champions', 'football', 'league\u200c', 'real', 'secure', 'semifinal']"
337,$500 #PlayersLounge Madden tournament. Come tap in and talk to ya boy🐐 support is free💙   https://t.co/BZ87DmmCZO  #madden #nfl #football #maddennfl #maddenmobile #sports #superbowl #nflnews #maddenultimateteam #nba #nflfootball #touchdown #nfldraft #nflmemes #ps #playerslounge,"['playerslounge', 'madden', 'nfl', 'football', 'maddennfl', 'maddenmobile', 'sports', 'superbowl', 'nflnews', 'maddenultimateteam', 'nba', 'nflfootball', 'touchdown', 'nfldraft', 'nflmemes', 'ps', 'playerslounge']"
339,⚽️A design history of the world's most popular sport by Jacopo Prisco @jacoprisco  at @cnni  #football #soccer #futebol #design    https://t.co/Wo0DrzwmPf  https://t.co/GofxsQRwhO,"['football', 'soccer', 'futebol', 'design']"
341,This Sporting Life: IT WAS DURING A CHESS GAME  https://t.co/hL4nT61boM #Sport #Football #Soccer #Sports #Chess #boardgames,"['sport', 'football', 'soccer', 'sports', 'chess', 'boardgames']"
342,This Sporting Life: MY SISTER HAS A TANNING SALON  https://t.co/jYP6t7bkBD #Sport #Football #Soccer #Sports,"['sport', 'football', 'soccer', 'sports']"
343,Lewandowski linked with a transfer to Barcelona. Robert Lewandowski has reportedly informed Bayern Munich that he will not sign a new contract with the club.  https://t.co/hcoxfrwj5J #Lewandoski #BayernMunich #Transfers #Barcelona #football #news,"['lewandoski', 'bayernmunich', 'transfers', 'barcelona', 'football', 'news']"
345,Football is War! War brings Joy 🤩  PS: think deep   #CHERMA #Ronaldo #football  https://t.co/igbCgVXJA6,"['cherma', 'ronaldo', 'football']"
346,Jamaica Premier League Live Update:  Laboured first 15 mins of the encounter so far..  No clear cut opportunities created.   Harbour View 0-0 Mount Pleasant   #jamaica #football,"['jamaica', 'football']"
347,🇭🇹Ashkanov Apollon hits this one time!🔥  🎥: @hfdathletic   #OneSportingCaribbean #FortressHartford #HartfordAthletic #USLChampionship #USL #CaribbeanFootball #Football #Soccer #Goal  https://t.co/jdcI1oHVq1,"['onesportingcaribbean', 'fortresshartford', 'hartfordathletic', 'uslchampionship', 'usl', 'caribbeanfootball', 'football', 'soccer', 'goal']"
348,"""After a game you need something to relax. I'd rather smoke weed than take pain killers."" - Mark Stepnoski   Who here has tried this swap? 👇🏾  #Jointly #cannaathlete #naturalremedies #plantmedicine #athlete #sports #football""  https://t.co/nv7ElFcvqV","['jointly', 'cannaathlete', 'naturalremedies', 'plantmedicine', 'athlete', 'sports', 'football']"
349,CHOOSE YOUR TEAM 👕📈 Welcome to the league #AAVE 👻 Only 24 AAVE NFT/player.  #NFTcommunity #crypto #NFT #NFTGame #Football #SolanaNFT #Metaverse #DAO #AstonVilla #PremierLeague  https://t.co/NRe3E6l1YD,"['aave', 'nftcommunity', 'crypto', 'nft', 'nftgame', 'football', 'solananft', 'metaverse', 'dao', 'astonvilla', 'premierleague']"
351,Anyone know if this shirt should have product codes in it? #footballshirt #footballshirts #football  https://t.co/dMX9RrEDhp,"['footballshirt', 'footballshirts', 'football']"
354,Hibernian Hibs 1992/94 ULTRA RARE Away Football Shirt Vintage Trikot  £210.00 currently   https://t.co/ZAjwXBmR7w  #ad #football #footballshirt  https://t.co/PRlDCSj5h3,"['ad', 'football', 'footballshirt']"
356,What happens in Las Vegas won't be staying there at least when it comes to the 2022 NFL Draft. How do players from the ACC+1 stack up?  https://t.co/22FUOtAdBK #Football #NFLDraft #ACC  https://t.co/g6SW645jln,"['football', 'nfldraft', 'acc']"
357,Your improvement doesn’t have a ceiling QBs! Continue to sharpen yourself 🗣  🎥: @pumaselfmade   -  #QB #QBTrainer #QBTraining #QuarterbackTraining #Athlete #FootballCamp #TheQBLegacy #Football #Quarterback #PowerHandz #FootballTraining #CollegeFootball #NFLDraft  https://t.co/bSG5fPS57m,"['qb', 'qbtrainer', 'qbtraining', 'quarterbacktraining', 'athlete', 'footballcamp', 'theqblegacy', 'football', 'quarterback', 'powerhandz', 'footballtraining', 'collegefootball', 'nfldraft']"
358,ESPN's Adam Schefter Apologizes for Insensitive Tweet on Dwayne Haskins' Death  https://t.co/0br3VOekSx #Football #NFL #Media,"['football', 'nfl', 'media']"
360,LIVE! #thehobby #sportcards #NFL #football #Texans #Browns #ebay #sale   https://t.co/w26feur3YZ,"['thehobby', 'sportcards', 'nfl', 'football', 'texans', 'browns', 'ebay', 'sale']"
361,LIVE!! 👀 #thehobby #sportcards #NFL #football #ebay #sale #Texans   https://t.co/swHDHqtXgH,"['thehobby', 'sportcards', 'nfl', 'football', 'ebay', 'sale', 'texans']"
362,"If performance data could talk, biomechanics would be the QB whisperer.   How we do it, why we do it, and what's possible when you do it:    https://t.co/xWFUKeBFIt  #football #QB1 #quarterbacks #quarterbacktraining #quarterbackmechanics #qbdrills #qbcoach #biomechanics  https://t.co/PF1pfySsoI","['football', 'qb1', 'quarterbacks', 'quarterbacktraining', 'quarterbackmechanics', 'qbdrills', 'qbcoach', 'biomechanics']"
363,@pdjmoo @Meldawson6 @VicKangaroos @MarkPearsonMP A lot of the inexcusable slaughter is for the production of #nike #football boots.,"['nike', 'football']"
364,The 12th Al Kass Ramadan tournament 2022🏆☪️  ⚽️FINAL SCORE Barzan 0⃣-0⃣Al Wajba #Qatar #Football #Ramadan  https://t.co/vrVX1ym0oB,"['qatar', 'football', 'ramadan']"
365,"HEADS UP: Football  ""Bale is an important part of Real Madrid's 'history' - Casemiro""  GIVE IT A WATCH:  https://t.co/VuKpiinQ9b  #Football #PullUpAChair","['football', 'pullupachair']"
368,Our community voted for two football kits to be added to our collection ❤️   Who do you think these kits were inspired by?👀🔥  YOU can have a say on which jerseys get added to our collection 🙌 only in our discord...   #NFT #NFTs #NFTGiveaway #NFTProject #soccer #football #sport  https://t.co/ItU5LWCclk,"['nft', 'nfts', 'nftgiveaway', 'nftproject', 'soccer', 'football', 'sport']"
369,"With NFL free agency over (for the most part), who were the winners of NFL Free Agency?👀  NFL Free Agency Winners - @ShervonFakhimi  ✍️  https://t.co/p4WybGYx52  #nfl #football #FantasyFootball  https://t.co/XKkB4D5k0c","['nfl', 'football', 'fantasyfootball']"
370,Worst than previous one🗑 #Pedri #FCBarcelona #blaugrana #football #edit  https://t.co/DlJ0cWSBwG,"['pedri', 'fcbarcelona', 'blaugrana', 'football', 'edit']"
371,Soccer Super League  https://t.co/y7cBQStK0e #soccer #league #Football #08,"['soccer', 'league', 'football']"
374,OL face a terrible carnage  https://t.co/GgiVngYopo #sundayfootball #footballculture #football #soccer #footballmatch #footballfan,"['sundayfootball', 'footballculture', 'football', 'soccer', 'footballmatch', 'footballfan']"
375,The @Chiefs will win the AFC West this season!  No Question! #ChiefsKingdom #chiefs #nfl #football #raiders #RaiderNation #broncos #chargers #winning #trending #facts,"['chiefskingdom', 'chiefs', 'nfl', 'football', 'raiders', 'raidernation', 'broncos', 'chargers', 'winning', 'trending', 'facts']"
376,Guess who’s backkkkk 🖤 @CoachHunt93 @RealChadRicardo @Amirbrown22 @eforspeed @Coach_CJohnson8 @HoughFB #football #SRT #slam #drip  https://t.co/FEbmbyiL9s,"['football', 'srt', 'slam', 'drip']"
377," https://t.co/OCX4dLlB4C  While imitation can be flattering, what happens when it’s likely to confuse? Media and commerce company TOGETHXR has taken issue with the XFL’s new TOGETHER branding, specifically the “X.” How will @TheRock respond? #trademark #XFL #football #lawtwitter","['trademark', 'xfl', 'football', 'lawtwitter']"
379,"Thank you @rafa__s91 for sharing this quote from Antonio Cassano 🇮🇹  If you don’t know who Cassano is, go check him out on YouTube. Absolute razzzler ⚡️🪄🛸 crazy tekk.   #cassano #football #futsal #tekkers #notjustgoals","['cassano', 'football', 'futsal', 'tekkers', 'notjustgoals']"
380,"“Your future depends on your dreams, so go to sleep.” ~ Mesut Barazany  Sleep tight and dream bright! #b4me #sleephealth #dreams #football #videogames  https://t.co/YOt9r7bI7A","['b4me', 'sleephealth', 'dreams', 'football', 'videogames']"
383,I’d probably post way more pics if I didn’t have to put my @ on them all… probably a good thing 🤣🤣🤣🤣 #selfie #April #smile #blueeyes #hungry #FoodieBeauty #football  https://t.co/35pRJAagX8,"['selfie', 'april', 'smile', 'blueeyes', 'hungry', 'foodiebeauty', 'football']"
384,CHOOSE YOUR TEAM 👕📈 at DecentraLeague  Welcome to the league #SOL 🌞 Only 24 #Solana NFT/player.  #NFTcommunity #crypto #NFT #NFTGame #Football #SolanaNFT #Metaverse #DAO #solanart #SolanaCommunity  https://t.co/ErEYouv5Ig,"['sol', 'solana', 'nftcommunity', 'crypto', 'nft', 'nftgame', 'football', 'solananft', 'metaverse', 'dao', 'solanart', 'solanacommunity']"
389,Pedri &gt;&gt;&gt;&gt; physiology   This is 🗑 #Pedri #FCBarcelona #blaugrana #football #edit  https://t.co/KKH7RvjlJl,"['pedri', 'fcbarcelona', 'blaugrana', 'football', 'edit']"
390,"#SuperRugbyPacific tomorrow morning. Hurricanes have made wholesale changes with the quick turn around, Moana Pasifika don’t have that luxury. I’ll be showing a small interest on the 1st half spread for MOANA PASIFIKA 🏉  Roll on #ChampionsLeague #football   #gamblingtwitter  https://t.co/wxrXTGJLNG","['superrugbypacific', 'championsleague', 'football', 'gamblingtwitter']"
391,Clips of ⁦@QBUniverseQBU⁩ event. Thanks ⁦@QBHitList⁩ for watching me work. #football #qblife  https://t.co/nY75Msx78m,"['football', 'qblife']"
393,The whole gang is off to Kings Lynn woop woop. Who's going? #GTFC #GrimsbyTown #Mariners #football #vanarama #NationalLeague #ATAW #UTM  https://t.co/hSn2ONymAR,"['gtfc', 'grimsbytown', 'mariners', 'football', 'vanarama', 'nationalleague', 'ataw', 'utm']"
394,@DK__DFS Mannnnnnnnnnn you don't want none of this @USFL smoke coming out of #Birmingham #Alabama  in @USFLStallions #football  https://t.co/x2gyUkdaZ8,"['birmingham', 'alabama', 'football']"
396,Classic Tailback - Herschel Walker Georgia Highlights  https://t.co/bN98uQlTOq via @YouTube #GA #Georgia #HerschelWalker #Walker #Herschel #Athletics #football #CollegeFootball #UOG #UniversityGA #American #Legend,"['ga', 'georgia', 'herschelwalker', 'walker', 'herschel', 'athletics', 'football', 'collegefootball', 'uog', 'universityga', 'american', 'legend']"
397,Premier League all of the next round Football matches in play this weekend:   https://t.co/OLxe70pSu9  @premierleague  #Football  https://t.co/kqoIzOt4Wj,['football']
398,"As the former Captain of #Ghana Black Stars, @ASAMOAH_GYAN3 announces the launch of his book this month, he continues to invite public figures to this event which will be attended by CAF President Practice Motsepe and the.. Learn more 👇 #football #GH  https://t.co/VUgFXwoycz","['ghana', 'football', 'gh']"
399,I got the notorious B-Wing at Rochester Prison. A Scouser con owned the wing and prisoners. I was invited into his cell for a coffee…#Soundtracktoalife coming soon #TrueStory #book #Documentary #CSA #football #prison #mentalhealth #family #seekingjustice #Closure ✍️🇬🇧  https://t.co/7kfQqq8IAc,"['soundtracktoalife', 'truestory', 'book', 'documentary', 'csa', 'football', 'prison', 'mentalhealth', 'family', 'seekingjustice', 'closure']"
400,Let's doooo this!!!   https://t.co/qKTv6lxtAH  #GOAT #LEGENDZHATZ #sport #Jordan #BaseBall #football  https://t.co/kJJZC5p82D,"['goat', 'legendzhatz', 'sport', 'jordan', 'baseball', 'football']"
401,Some sports commentators thought their stories about Dwayne Haskins’ tragic death was a good time to discuss his shortcomings as a quarterback. Not appropriate #sports #football #Haskins  https://t.co/Q93uITQus0,"['sports', 'football', 'haskins']"
402,Play was stopped during #Augsburg vs. #Mainz 05 so Moussa Niakhaté could have a moment to break his #RAMADAN fast just after sunset.  #football #Muslim #islam #maidawaarewa  https://t.co/QcSlEhv283,"['augsburg', 'mainz', 'ramadan', 'football', 'muslim', 'islam', 'maidawaarewa']"
403,Premier League debuts don’t come much harder.  https://t.co/AoerU8KxvO #football,['football']
404,"We take on Arsenal, Man City and Chelsea!  link:  https://t.co/UUDo5XqX8C  #pes2021 #football #gaming #chelsea #newcastleunited #arsenal #mancity  https://t.co/3P2ma85jcB","['pes2021', 'football', 'gaming', 'chelsea', 'newcastleunited', 'arsenal', 'mancity']"
405,Match day photos of Saturday’s League Cup final between Upney FC and Apex Stars!   🔵🟠⚪️⁣⁣⁣⁣⁣⁣⁣ ⁣⁣⁣ #football #soccer #mensfootball #grassrootsfootball #eastlondon #sportsphotos #sportphotography #footballphotos #footballphotography #cupfinalphotos #matchdayphotos  https://t.co/h30Q00Mf7t,"['football', 'soccer', 'mensfootball', 'grassrootsfootball', 'eastlondon', 'sportsphotos', 'sportphotography', 'footballphotos', 'footballphotography', 'cupfinalphotos', 'matchdayphotos']"
406,My Man city vs Liverpool analysis + waffle...check it out at the link below:   https://t.co/ZklX9ulwQh #football #PremierLeague #MCILIV #ManCity #LiverpoolFC #mancityliverpool #ManCityvsLiverpool #ManCityxLiverpool,"['football', 'premierleague', 'mciliv', 'mancity', 'liverpoolfc', 'mancityliverpool', 'mancityvsliverpool', 'mancityxliverpool']"
407,"Who is watching the @USFL this weekend? I am curious to see how it compares/contrasts with @nfl  #football #sports #sportshistory  Helmet cams, drones? Im intrigued 🤔  https://t.co/ZwPkLWUjUM","['football', 'sports', 'sportshistory']"
408,Link-up like never before  peter@halpinsportsponsorship.com   https://t.co/0fuLXlLExD  #opportunities #football #sponsorship #elite #premierleague #testimonial #officialpartner #onlinetrading #relationshipgoals #elite #clubsponsor #footballsponsor #footballseason  https://t.co/kOJzzT6Mip,"['opportunities', 'football', 'sponsorship', 'elite', 'premierleague', 'testimonial', 'officialpartner', 'onlinetrading', 'relationshipgoals', 'elite', 'clubsponsor', 'footballsponsor', 'footballseason']"
409,Jamaica Premier League Update:  Starting XI for Mount Pleasant FA:   Formation: 4-3-3  #jamaica #football #jamaicapremierleague  https://t.co/1U7AFGiLCy,"['jamaica', 'football', 'jamaicapremierleague']"
410,#Russell and #Sarr lift #Huddersfield to third as #Luton pay penalty for miss - American News For You   #Championship #English #football   https://t.co/yvoS57g7W8,"['russell', 'sarr', 'huddersfield', 'luton', 'championship', 'english', 'football']"
411,Season 2 No GIF  https://t.co/dqIdA7FPs6 #GIPHY #Tenor #gifs #gif #funny #football #funnygifs #gifsfunny,"['giphy', 'tenor', 'gifs', 'gif', 'funny', 'football', 'funnygifs', 'gifsfunny']"
414,U14 county cup plate final 🏆💛💚 #football #youthfootball #winners @HFCHornets @HorshamFC @midsussexyouth @SussexCountyFA  https://t.co/ZzlFZZjm9s,"['football', 'youthfootball', 'winners']"
415,#PL Day242 11th April  #ROUNDUPMONDAY#  @premierleague MD3️⃣2️⃣  HW6️⃣ AW4️⃣ DR1️⃣ ⚽️3️⃣4️⃣  Is it all over for my favourite team @BurnleyOfficial   #football  https://t.co/CKGgaVPn3v,"['pl', 'football']"
416,Exciting to see football with a different twist!!! #football #USFL #ALLIN,"['football', 'usfl', 'allin']"
417,Breakers Weekly with my co-host @planet_leaux . It's going to be a fun season talking Breakers Weekly  #usfl #breakers #football #NOLA #Fedora,"['usfl', 'breakers', 'football', 'nola', 'fedora']"
418,Downtown DK Metcalf!  Booooom! From @paniniamerica Clearly Donruss Football!  💥💥💥 @dkm14  #boom #whodoyoucollect #seattle #seattleseahawks #seahawks #football #nfl #groupbreaks #donruss #thehobby #dkmetcalf  https://t.co/dPLDuNaj6y,"['boom', 'whodoyoucollect', 'seattle', 'seattleseahawks', 'seahawks', 'football', 'nfl', 'groupbreaks', 'donruss', 'thehobby', 'dkmetcalf']"
419,Last call for you to join the family of World of Football  @wofnft  ⚽️Very few captains left🥇   Closing the mint in 24hrs.🏆  #nft #nftart #football #soccer #CaptainFollowCaptain  https://t.co/QJZkoAkceP,"['nft', 'nftart', 'football', 'soccer', 'captainfollowcaptain']"
420,Black gray white tweed striped beanie hat  https://t.co/qP8uupPCIE via @Etsy #skullcap #blackgraywhitetweedstripedbeaniehat #hockey #football #soccer #rugby #biker #hiking #skateboard #musician #chemocap #blackstripedhat #veganknithat #mechanic #teacher #author #director,"['skullcap', 'blackgraywhitetweedstripedbeaniehat', 'hockey', 'football', 'soccer', 'rugby', 'biker', 'hiking', 'skateboard', 'musician', 'chemocap', 'blackstripedhat', 'veganknithat', 'mechanic', 'teacher', 'author', 'director']"
